0,1,27,21.5,-7.1289,2.0508,23.633,3.0273,18.457
0,1,27,21.505,-6.6406,-2.0508,19.434,2.832,19.727
0,1,27,21.51,-6.3477,-1.8555,17.285,4.1016,19.336
0,1,27,21.515,-7.3242,-1.6602,16.895,5.5664,19.238
0,1,27,21.52,-5.6641,-0.48828,16.797,7.4219,20.996
0,1,27,21.525,-2.6367,0.78125,14.746,10.254,19.336
0,1,27,21.53,-2.3438,2.1484,8.7891,9.5703,14.941
0,1,27,21.535,-3.418,6.8359,6.1523,10.645,15.43
0,1,27,21.54,-5.1758,9.668,5.1758,9.668,13.379
0,1,27,21.545,-6.6406,11.23,6.3477,8.5937,13.672
0,1,27,21.55,-6.7383,10.938,7.9102,7.0312,14.258
0,1,27,21.555,-5.8594,7.3242,6.8359,4.8828,14.355
0,1,27,21.56,-6.4453,2.6367,6.8359,2.9297,14.941
0,1,27,21.565,-7.3242,1.2695,6.1523,3.3203,14.453
0,1,27,21.57,-7.8125,1.7578,7.0312,1.8555,14.746
0,1,27,21.575,-10.742,1.8555,7.5195,4.1016,15.234
0,1,27,21.58,-5.957,10.84,9.2773,7.6172,13.965
0,1,27,21.585,-8.1055,11.621,7.4219,5.0781,12.988
0,1,27,21.59,-8.7891,15.234,8.9844,7.8125,14.16
0,1,27,21.595,-5.957,17.285,8.3984,8.7891,12.012
0,1,27,21.6,-6.1523,15.625,7.4219,9.8633,10.352
0,1,27,21.605,-6.3477,13.281,5.4687,9.4727,7.4219
0,1,27,21.61,-3.0273,13.574,5.5664,10.938,9.8633
0,1,27,21.615,-4.0039,10.645,3.0273,9.8633,6.3477
0,1,27,21.62,-5.957,9.9609,3.8086,9.7656,7.6172
0,1,27,21.625,-5.957,8.8867,3.0273,9.1797,5.7617
0,1,27,21.63,-3.125,10.352,4.9805,9.7656,6.3477
0,1,27,21.635,-1.6602,8.6914,1.9531,6.6406,2.6367
0,1,27,21.64,-1.9531,10.84,-0.78125,5.4687,3.6133
0,1,27,21.645,0.48828,13.867,-1.2695,7.4219,3.2227
0,1,27,21.65,-2.7344,15.625,-4.5898,8.4961,2.3437
0,1,27,21.655,-2.9297,19.629,-4.6875,13.281,3.8086
0,1,27,21.66,-1.4648,21.191,-5.6641,18.164,2.6367
0,1,27,21.665,-2.7344,22.07,-7.9102,19.043,-3.418
0,1,27,21.67,0.58594,24.805,-8.0078,21.777,-4.0039
0,1,27,21.675,3.9062,24.316,-11.23,19.434,-7.5195
0,1,27,21.68,5.6641,24.219,-12.695,18.164,-10.938
0,1,27,21.685,8.9844,21.289,-15.332,18.164,-11.816
0,1,27,21.69,7.7148,20.41,-17.48,18.359,-14.844
0,1,27,21.695,6.6406,20.02,-16.895,18.945,-18.652
0,1,27,21.7,6.543,16.992,-17.383,17.676,-20.312
0,1,27,21.705,5.2734,17.188,-16.504,17.969,-19.922
0,1,27,21.71,6.0547,17.969,-12.793,21.582,-16.699
0,1,27,21.715,6.8359,17.773,-11.23,22.852,-14.16
0,1,27,21.72,8.7891,21.777,-8.7891,25,-8.6914
0,1,27,21.725,9.668,19.434,-9.082,24.414,-8.9844
0,1,27,21.73,9.8633,18.457,-11.23,21.289,-11.23
0,1,27,21.735,9.9609,18.75,-11.523,22.07,-10.742
0,1,27,21.74,8.9844,17.773,-12.793,24.121,-10.352
0,1,27,21.745,6.4453,15.918,-14.551,24.414,-8.4961
0,1,27,21.75,6.0547,16.602,-14.258,26.562,-3.125
0,1,27,21.755,4.5898,17.578,-15.527,28.516,-1.3672
0,1,27,21.76,3.5156,20.508,-16.113,29.688,0.39062
0,1,27,21.765,4.9805,23.73,-16.895,29.199,-0.58594
0,1,27,21.77,5.7617,20.996,-21.68,24.023,-5.5664
0,1,27,21.775,5.6641,25.391,-19.043,25.879,-2.5391
0,1,27,21.78,5.4687,24.902,-21.191,24.316,-4.6875
0,1,27,21.785,4.5898,26.66,-18.945,27.637,-3.418
0,1,27,21.79,4.1992,28.711,-17.773,29.199,-2.7344
0,1,27,21.795,4.2969,25.977,-19.727,30.176,-5.957
0,1,27,21.8,2.832,24.609,-17.773,29.004,-4.3945
0,1,27,21.805,4.4922,25.391,-16.016,28.223,-1.0742
0,1,27,21.81,3.9062,23.242,-19.043,26.953,-1.8555
0,1,27,21.815,4.4922,25.391,-17.09,27.734,1.7578
0,1,27,21.82,3.8086,24.414,-18.75,26.758,-1.6653e-14
0,1,27,21.825,5.3711,28.906,-17.871,30.078,1.2695
0,1,27,21.83,4.6875,31.445,-17.773,31.25,1.0742
0,1,27,21.835,6.4453,32.52,-17.188,34.57,1.9531
0,1,27,21.84,6.543,29.004,-18.945,30.859,-0.97656
0,1,27,21.845,7.3242,27.539,-16.699,31.836,-1.6602
0,1,27,21.85,5.4687,21.094,-17.773,27.832,-3.7109
0,1,27,21.855,4.3945,19.141,-16.113,24.805,-3.125
0,1,27,21.86,3.2227,17.676,-13.672,20.41,-3.5156
0,1,27,21.865,1.1719,14.844,-12.402,16.016,-4.1992
0,1,27,21.87,2.6367,13.184,-10.254,13.867,-3.9063
0,1,27,21.875,1.9531,11.133,-11.816,9.4727,-7.0313
0,1,27,21.88,1.5625,11.621,-11.133,10.449,-7.1289
0,1,27,21.885,-0.19531,14.062,-9.5703,12.402,-4.6875
0,1,27,21.89,-2.7344,13.281,-9.9609,11.523,-2.9297
0,1,27,21.895,-4.3945,13.086,-8.0078,13.477,2.0508
0,1,27,21.9,-4.3945,12.598,-10.449,12.598,3.2227
