1.0318e+09,1.0157e+09,8.5012e+08,9.9336e+08,9.7247e+08,-8.2195e+08,-1.0628e+08,-2.7075e+07,-1.7423e+08,-2.3296e+07,1,319
9.7163e+08,9.195e+08,1.023e+09,8.3407e+08,9.8795e+08,8.2931e+08,-2.991e+07,1.1956e+08,1.1515e+07,2.7427e+07,0,878
2.4198e+09,1.1549e+09,9.0433e+08,1.0831e+09,8.8859e+08,1.0858e+09,1.4472e+08,-2.3886e+08,4.8769e+07,4.9955e+07,1,525
1.8916e+09,9.6853e+08,8.6561e+08,9.7348e+08,9.0129e+08,6.0468e+06,2.2141e+05,-1.2308e+06,5.4293e+06,-5.9014e+06,0,29947
1.2399e+09,1.0287e+08,4.101e+05,5.457e+08,9.9454e+07,-1.7514e+09,-1.2826e+08,-5.9896e+05,3.9039e+08,1.0612e+08,1,2
1.1249e+09,7.5284e+08,4.8258e+08,7.993e+08,6.1146e+08,-8.2501e+08,-8.3892e+07,-1.3383e+07,-1.8039e+07,-8.8562e+07,0,644
1.9341e+09,1.104e+09,5.5409e+08,1.4525e+09,3.9892e+08,-1.8901e+09,-3.4785e+08,1.2117e+07,-8.3515e+08,1.5706e+08,1,31
1.7032e+09,8.865e+08,6.8418e+08,9.0538e+08,7.2526e+08,-3.7267e+07,2.5599e+07,-3.0338e+06,8.126e+06,1.1255e+07,0,6457
7.5822e+08,8.1514e+08,5.942e+08,9.9643e+08,7.1756e+08,2.3729e+08,-6.86e+07,4.5462e+07,2.4761e+08,-1.1039e+08,1,310
1.957e+09,9.5524e+08,8.1002e+08,9.5117e+08,8.4076e+08,-8.131e+06,-2.8748e+06,-2.9247e+06,-2.4267e+06,-5.2264e+06,0,1.3658e+05
1.6877e+08,1.0769e+08,4.5025e+08,5.6473e+07,1.447e+08,-3.0273e+08,8.8359e+07,4.082e+08,7.9464e+07,1.5951e+08,1,2
2.2536e+09,1.0677e+09,7.6764e+08,9.3727e+08,8.2033e+08,9.3742e+08,3.7005e+07,8.8539e+07,-3.2068e+07,-1.5512e+06,0,883
1.2281e+09,7.2813e+08,4.5432e+08,6.7326e+08,5.2376e+08,-1.6715e+09,-6.873e+08,-2.7465e+08,-7.4677e+08,-4.577e+08,1,28
1.0972e+09,1.0189e+09,7.1475e+08,9.3104e+08,7.8821e+08,-6.5657e+07,-2.2681e+07,-2.7683e+06,7.7206e+06,7.811e+05,0,8845
7.0556e+08,1.2329e+09,8.3279e+08,9.6136e+08,1.0523e+09,8.148e+07,6.4057e+08,-2.9729e+08,3.2637e+08,5.5071e+08,1,280
7.9916e+08,1.2556e+09,6.7143e+08,1.0223e+09,8.4418e+08,-8.0461e+07,-8.3103e+07,4.052e+07,-5.6853e+07,-6.6249e+07,0,1858
1.2097e+09,1.3537e+09,6.1435e+08,1.2535e+09,8.8785e+08,5.7396e+08,5.7164e+08,-1.9072e+08,5.8626e+08,4.1026e+08,1,258
1.3549e+09,1.2256e+09,8.481e+08,1.1208e+09,9.3576e+08,-6.826e+06,-1.4379e+07,4.0312e+06,-3.1804e+06,-1.255e+07,0,23744
